lru
1,2,0.684,lru
lru
1,4,0.608,lru
lru
1,6,0.541,lru
lru
1,8,0.501,lru
lru
1,10,0.506,lru
lru
1,12,0.499,lru
lru
1,14,0.472,lru
lru
1,16,0.444,lru
lru
1,18,0.435,lru
lru
1,20,0.461,lru
lru
1,22,0.439,lru
lru
1,24,0.444,lru
lru
1,26,0.453,lru
lru
1,28,0.458,lru
lru
1,30,0.383,lru
lru
1,32,0.452,lru
lru
1,34,0.433,lru
lru
1,36,0.48,lru
lru
1,38,0.441,lru
lru
1,40,0.443,lru
lru
1,42,0.43,lru
lru
1,44,0.411,lru
lru
1,46,0.414,lru
lru
1,48,0.424,lru
lru
1,50,0.423,lru
lru
1,52,0.439,lru
lru
1,54,0.403,lru
lru
1,56,0.412,lru
lru
1,58,0.376,lru
lru
1,60,0.42,lru
lru
1,62,0.454,lru
lru
1,64,0.4,lru
lru
1,66,0.43,lru
lru
1,68,0.4,lru
lru
1,70,0.413,lru
lru
1,72,0.432,lru
lru
1,74,0.406,lru
lru
1,76,0.412,lru
lru
1,78,0.429,lru
lru
1,80,0.421,lru
lru
1,82,0.409,lru
lru
1,84,0.372,lru
lru
1,86,0.443,lru
lru
1,88,0.407,lru
lru
1,90,0.412,lru
lru
1,92,0.399,lru
lru
1,94,0.393,lru
lru
1,96,0.412,lru
lru
1,98,0.411,lru
lru
1,100,0.405,lru
lru
1,102,0.374,lru
lru
1,104,0.436,lru
lru
1,106,0.411,lru
lru
1,108,0.385,lru
lru
1,110,0.388,lru
lru
1,112,0.427,lru
lru
1,114,0.426,lru
lru
1,116,0.412,lru
lru
1,118,0.404,lru
lru
1,120,0.397,lru
lru
1,122,0.408,lru
lru
1,124,0.385,lru
lru
1,126,0.434,lru
lru
1,128,0.4,lru
lru
1,130,0.417,lru
lru
1,132,0.388,lru
lru
1,134,0.396,lru
lru
1,136,0.422,lru
lru
1,138,0.413,lru
lru
1,140,0.408,lru
lru
1,142,0.386,lru
lru
1,144,0.408,lru
lru
1,146,0.407,lru
lru
1,148,0.404,lru
lru
1,150,0.423,lru
lru
1,152,0.372,lru
lru
1,154,0.381,lru
lru
1,156,0.401,lru
lru
1,158,0.394,lru
lru
1,160,0.404,lru
lru
1,162,0.405,lru
lru
1,164,0.412,lru
lru
1,166,0.388,lru
lru
1,168,0.411,lru
lru
1,170,0.413,lru
lru
1,172,0.383,lru
lru
1,174,0.403,lru
lru
1,176,0.4,lru
lru
1,178,0.38,lru
lru
1,180,0.433,lru
lru
1,182,0.412,lru
lru
1,184,0.394,lru
lru
1,186,0.421,lru
lru
1,188,0.364,lru
lru
1,190,0.393,lru
lru
1,192,0.407,lru
lru
1,194,0.393,lru
lru
1,196,0.417,lru
lru
1,198,0.414,lru
lru
1,200,0.406,lru
lru
2,4,0.763,lru
lru
2,6,0.679,lru
lru
2,8,0.616,lru
lru
2,10,0.631,lru
lru
2,12,0.587,lru
lru
2,14,0.595,lru
lru
2,16,0.555,lru
lru
2,18,0.568,lru
lru
2,20,0.547,lru
lru
2,22,0.531,lru
lru
2,24,0.531,lru
lru
2,26,0.554,lru
lru
2,28,0.523,lru
lru
2,30,0.517,lru
lru
2,32,0.541,lru
lru
2,34,0.517,lru
lru
2,36,0.513,lru
lru
2,38,0.557,lru
lru
2,40,0.534,lru
lru
2,42,0.557,lru
lru
2,44,0.493,lru
lru
2,46,0.542,lru
lru
2,48,0.532,lru
lru
2,50,0.532,lru
lru
2,52,0.544,lru
lru
2,54,0.512,lru
lru
2,56,0.54,lru
lru
2,58,0.513,lru
lru
2,60,0.498,lru
lru
2,62,0.515,lru
lru
2,64,0.508,lru
lru
2,66,0.524,lru
lru
2,68,0.509,lru
lru
2,70,0.495,lru
lru
2,72,0.514,lru
lru
2,74,0.533,lru
lru
2,76,0.518,lru
lru
2,78,0.517,lru
lru
2,80,0.525,lru
lru
2,82,0.528,lru
lru
2,84,0.536,lru
lru
2,86,0.542,lru
lru
2,88,0.52,lru
lru
2,90,0.515,lru
lru
2,92,0.516,lru
lru
2,94,0.472,lru
lru
2,96,0.494,lru
lru
2,98,0.507,lru
lru
2,100,0.497,lru
lru
2,102,0.482,lru
lru
2,104,0.486,lru
lru
2,106,0.484,lru
lru
2,108,0.507,lru
lru
2,110,0.5,lru
lru
2,112,0.455,lru
lru
2,114,0.505,lru
lru
2,116,0.495,lru
lru
2,118,0.497,lru
lru
2,120,0.516,lru
lru
2,122,0.516,lru
lru
2,124,0.499,lru
lru
2,126,0.499,lru
lru
