1,2,0.7,rr
1,4,0.644,rr
1,6,0.561,rr
1,8,0.531,rr
1,10,0.487,rr
1,12,0.476,rr
1,14,0.461,rr
1,16,0.496,rr
1,18,0.444,rr
1,20,0.472,rr
1,22,0.442,rr
1,24,0.465,rr
1,26,0.433,rr
1,28,0.389,rr
1,30,0.418,rr
1,32,0.455,rr
1,34,0.41,rr
1,36,0.422,rr
1,38,0.412,rr
1,40,0.414,rr
1,42,0.407,rr
1,44,0.423,rr
1,46,0.425,rr
1,48,0.42,rr
1,50,0.42,rr
1,52,0.441,rr
1,54,0.405,rr
1,56,0.425,rr
1,58,0.432,rr
1,60,0.43,rr
1,62,0.429,rr
1,64,0.408,rr
1,66,0.41,rr
1,68,0.422,rr
1,70,0.421,rr
1,72,0.378,rr
1,74,0.398,rr
1,76,0.409,rr
1,78,0.395,rr
1,80,0.401,rr
1,82,0.389,rr
1,84,0.446,rr
1,86,0.413,rr
1,88,0.387,rr
1,90,0.413,rr
1,92,0.384,rr
1,94,0.419,rr
1,96,0.43,rr
1,98,0.395,rr
1,100,0.389,rr
1,102,0.436,rr
1,104,0.408,rr
1,106,0.434,rr
1,108,0.422,rr
1,110,0.411,rr
1,112,0.449,rr
1,114,0.391,rr
1,116,0.439,rr
1,118,0.412,rr
1,120,0.414,rr
1,122,0.411,rr
1,124,0.416,rr
1,126,0.408,rr
1,128,0.393,rr
1,130,0.4,rr
1,132,0.393,rr
1,134,0.416,rr
1,136,0.426,rr
1,138,0.383,rr
1,140,0.419,rr
1,142,0.398,rr
1,144,0.419,rr
1,146,0.406,rr
1,148,0.372,rr
1,150,0.44,rr
1,152,0.404,rr
1,154,0.41,rr
1,156,0.425,rr
1,158,0.387,rr
1,160,0.384,rr
1,162,0.404,rr
1,164,0.412,rr
1,166,0.397,rr
1,168,0.372,rr
1,170,0.394,rr
1,172,0.408,rr
1,174,0.379,rr
1,176,0.37,rr
1,178,0.423,rr
1,180,0.378,rr
1,182,0.407,rr
1,184,0.391,rr
1,186,0.414,rr
1,188,0.402,rr
1,190,0.396,rr
1,192,0.413,rr
1,194,0.388,rr
1,196,0.385,rr
1,198,0.424,rr
1,200,0.413,rr
2,4,0.737,rr
2,6,0.621,rr
2,8,0.635,rr
2,10,0.606,rr
2,12,0.602,rr
2,14,0.587,rr
2,16,0.527,rr
2,18,0.558,rr
2,20,0.529,rr
2,22,0.529,rr
2,24,0.532,rr
2,26,0.522,rr
2,28,0.515,rr
2,30,0.509,rr
2,32,0.505,rr
2,34,0.524,rr
2,36,0.557,rr
2,38,0.521,rr
2,40,0.505,rr
2,42,0.532,rr
2,44,0.476,rr
2,46,0.533,rr
2,48,0.549,rr
2,50,0.486,rr
2,52,0.495,rr
2,54,0.487,rr
